207,2:1,1:0,0.654,0.346,161
208,2:1,2:1,0.311,0.689,340
209,2:1,2:1,0.146,0.854,60
210,2:1,1:0,0.654,0.346,128
211,2:1,1:0,0.654,0.346,251
212,2:1,1:0,0.654,0.346,709
213,2:1,1:0,0.804,0.196,117
214,2:1,1:0,0.976,0.024,625
215,2:1,1:0,0.978,0.022,187
216,2:1,1:0,0.654,0.346,303
217,2:1,1:0,0.989,0.011,195
218,2:1,1:0,0.804,0.196,96
219,2:1,1:0,0.654,0.346,181
220,2:1,1:0,0.989,0.011,183
221,2:1,1:0,0.978,0.022,723
222,2:1,1:0,0.999,0.001,290
223,2:1,1:0,0.654,0.346,380
224,2:1,1:0,0.654,0.346,284
225,2:1,1:0,0.654,0.346,167
226,2:1,1:0,0.654,0.346,524
227,2:1,1:0,0.654,0.346,473
228,2:1,1:0,0.654,0.346,447
229,2:1,1:0,0.654,0.346,636
230,2:1,1:0,0.833,0.167,536
231,2:1,2:1,0.311,0.689,312
232,2:1,1:0,0.654,0.346,248
233,2:1,2:1,0.272,0.728,3
234,2:1,1:0,0.978,0.022,52
235,2:1,1:0,0.833,0.167,654
236,2:1,1:0,0.978,0.022,659
237,2:1,1:0,0.906,0.094,144
238,2:1,1:0,0.654,0.346,466
239,2:1,1:0,0.654,0.346,278
240,2:1,1:0,0.833,0.167,510
241,2:1,2:1,0.311,0.689,366
242,2:1,1:0,0.978,0.022,611
243,2:1,2:1,0.311,0.689,137
244,2:1,2:1,0.004,0.996,383
245,2:1,1:0,0.654,0.346,112
246,2:1,1:0,0.833,0.167,695
